region,rank,knowledge_index,similarity,text
326,1,7876,0.303696,The lymph node metastases show extensive extracapsular extension and architectural replacement.
326,2,637,0.297436,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
326,3,6352,0.294993,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
327,1,6352,0.304822,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
327,2,3892,0.292652,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
327,3,2362,0.292592,- Fibrosis.
328,1,6352,0.304994,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
328,2,2362,0.295004,- Fibrosis.
328,3,3892,0.292627,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
329,1,6352,0.298840,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
329,2,7654,0.287290,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
329,3,5349,0.287276,- Sarcomatous: Positive.
330,1,6352,0.311138,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
330,2,1449,0.309611,Twenty-six lymph nodes are negative for metastatic carcinoma.
330,3,5108,0.305876,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
331,1,7876,0.299699,The lymph node metastases show extensive extracapsular extension and architectural replacement.
331,2,637,0.295610,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
331,3,7292,0.292880,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
332,1,6352,0.320303,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
332,2,1247,0.299682,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
332,3,7292,0.299382,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
333,1,6352,0.306775,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
333,2,2362,0.292960,- Fibrosis.
333,3,5349,0.291982,- Sarcomatous: Positive.
334,1,6352,0.300547,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
334,2,2362,0.291191,- Fibrosis.
334,3,4069,0.289885,The nipple and other glandular tissue are tumor-free with fibrocystic mammopathy.
335,1,6352,0.306673,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
335,2,1449,0.297418,Twenty-six lymph nodes are negative for metastatic carcinoma.
335,3,3892,0.295915,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
336,1,7876,0.301210,The lymph node metastases show extensive extracapsular extension and architectural replacement.
336,2,7292,0.292664,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
336,3,3914,0.291087,The largest metastasis measured 3.4 cm and had extracapsular extension.
337,1,6352,0.306880,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
337,2,7292,0.298760,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
337,3,7876,0.297934,The lymph node metastases show extensive extracapsular extension and architectural replacement.
338,1,6352,0.308182,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
338,2,3892,0.294384,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
338,3,3345,0.289299,"There were fourteen lymph nodes in the right axilla, all of which were negative for tumor."
339,1,6352,0.298394,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
339,2,3194,0.290112,4. Invasive tumor extends to the superior margin but is margin-free.
339,3,3892,0.288824,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
340,1,6352,0.300793,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
340,2,4891,0.291100,- Treatment: None.
340,3,137,0.291100,- Treatment: None.
341,1,5108,0.304492,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
341,2,1449,0.303748,Twenty-six lymph nodes are negative for metastatic carcinoma.
341,3,7292,0.302639,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
342,1,6352,0.301102,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
342,2,7876,0.299599,The lymph node metastases show extensive extracapsular extension and architectural replacement.
342,3,7653,0.297736,- Distant metastasis: Present.
343,1,6352,0.314391,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
343,2,5349,0.297079,- Sarcomatous: Positive.
343,3,6925,0.295018,"- Infiltrating lobular carcinoma, Nottingham grade II."
344,1,6352,0.306057,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
344,2,3194,0.290231,4. Invasive tumor extends to the superior margin but is margin-free.
344,3,7681,0.289428,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
345,1,6352,0.317768,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
345,2,7654,0.292108,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
345,3,5349,0.290932,- Sarcomatous: Positive.
346,1,1449,0.306773,Twenty-six lymph nodes are negative for metastatic carcinoma.
346,2,5108,0.306444,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
346,3,4231,0.305977,"The regional lymph nodes could not be assessed, and there were no distant metastases."
347,1,6352,0.309467,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
347,2,7876,0.307430,The lymph node metastases show extensive extracapsular extension and architectural replacement.
347,3,7292,0.304166,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
348,1,6352,0.312212,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
348,2,7121,0.300648,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
348,3,1247,0.300146,"The report states that the diagnosis before the operation was a left breast mass, and the post-operation diagnosis remains the same."
349,1,6352,0.318842,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
349,2,7043,0.295341,"The tumor is classified as invasive lobular breast carcinoma, G II."
349,3,7121,0.294381,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
350,1,6352,0.309229,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
350,2,4620,0.287787,There are also findings of fibroadenomata and stromal fibrosis.
350,3,5349,0.287529,- Sarcomatous: Positive.
351,1,4909,0.305686,The remaining breast tissue shows lipomatous atrophy.
351,2,6702,0.301449,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
351,3,7564,0.301291,"Infiltrating lobular carcinoma, Nottingham grade I, was identified in the left breast, and lobular carcinoma in situ was also present."
352,1,5108,0.309868,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
352,2,6352,0.308958,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
352,3,4231,0.306042,"The regional lymph nodes could not be assessed, and there were no distant metastases."
353,1,6352,0.319420,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
353,2,637,0.306981,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
353,3,7292,0.302351,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
354,1,6352,0.317355,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
354,2,7121,0.297589,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
354,3,6702,0.296573,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
355,1,6352,0.316232,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
355,2,3892,0.294792,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
355,3,7681,0.293324,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
356,1,6352,0.318551,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
356,2,1054,0.292968,4. Skin of left breast: Fibrosis.
356,3,2362,0.292869,- Fibrosis.
357,1,4909,0.301072,The remaining breast tissue shows lipomatous atrophy.
357,2,6566,0.296023,Minimal axillary tissue is present and no lymph nodes are identified.
357,3,3632,0.295191,"The HER-2/NEU testing was negative, but it will be repeated due to possible differences in fixation."
358,1,2455,0.321930,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
358,2,2040,0.314595,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
358,3,1954,0.305663,- Multifocal fat necrosis.
359,1,6352,0.319124,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
359,2,637,0.307092,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
359,3,7292,0.307016,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
360,1,6352,0.324689,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
360,2,6702,0.303606,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
360,3,7681,0.301975,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
361,1,6352,0.313182,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
361,2,3892,0.291946,"- The re-excision of the posterior margin of the left breast shows skeletal muscle and fibroadipose tissue, with no carcinoma identified."
361,3,5110,0.288438,"- Skeletal muscle and fibroadipose tissue, negative for carcinoma."
362,1,6352,0.313615,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
362,2,7654,0.294694,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
362,3,4620,0.292869,There are also findings of fibroadenomata and stromal fibrosis.
363,1,4909,0.295774,The remaining breast tissue shows lipomatous atrophy.
363,2,6566,0.293845,Minimal axillary tissue is present and no lymph nodes are identified.
363,3,3749,0.291566,[name redacted].
364,1,2455,0.311943,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
364,2,4909,0.304172,The remaining breast tissue shows lipomatous atrophy.
364,3,1954,0.302155,- Multifocal fat necrosis.
365,1,6352,0.322190,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
365,2,1449,0.306932,Twenty-six lymph nodes are negative for metastatic carcinoma.
365,3,7292,0.306589,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
366,1,6352,0.322941,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
366,2,7681,0.297080,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
366,3,6702,0.297048,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
367,1,6352,0.323033,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
367,2,1098,0.296754,- Lymphatic-vascular Invasion: None.
367,3,7681,0.296084,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
368,1,6352,0.308164,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
368,2,2362,0.291704,- Fibrosis.
368,3,7654,0.291214,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
369,1,6352,0.306463,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
369,2,5108,0.292755,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
369,3,6702,0.292078,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
370,1,4909,0.311905,The remaining breast tissue shows lipomatous atrophy.
370,2,6533,0.301805,"Additionally, a diffusely cauterized and fragmented right breast tissue specimen was received, showing a soft, lobulated tan gold-white portion of adipose tissue."
370,3,6566,0.299983,Minimal axillary tissue is present and no lymph nodes are identified.
371,1,2455,0.321764,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
371,2,2040,0.306337,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
371,3,1954,0.304397,- Multifocal fat necrosis.
372,1,7876,0.302143,The lymph node metastases show extensive extracapsular extension and architectural replacement.
372,2,637,0.301058,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
372,3,7292,0.299016,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
373,1,6352,0.326461,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
373,2,7121,0.301047,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
373,3,7292,0.298782,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
374,1,6352,0.324203,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
374,2,2280,0.294429,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
374,3,7043,0.292880,"The tumor is classified as invasive lobular breast carcinoma, G II."
375,1,6352,0.323741,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
375,2,7043,0.295619,"The tumor is classified as invasive lobular breast carcinoma, G II."
375,3,7681,0.295499,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
376,1,4909,0.303959,The remaining breast tissue shows lipomatous atrophy.
376,2,2334,0.296886,There is no information regarding neo-adjuvant treatment or any additional pathological findings.
376,3,6118,0.291952,The treatment effect is not specified.
377,1,2455,0.317180,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
377,2,1954,0.303633,- Multifocal fat necrosis.
377,3,4909,0.298896,The remaining breast tissue shows lipomatous atrophy.
378,1,5108,0.311276,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
378,2,1449,0.309701,Twenty-six lymph nodes are negative for metastatic carcinoma.
378,3,7292,0.309620,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
379,1,6352,0.312247,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
379,2,7292,0.305170,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
379,3,637,0.304200,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
380,1,6352,0.321078,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
380,2,2280,0.299460,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
380,3,7121,0.295974,- The final diagnosis is infiltrating lobular carcinoma with focal lobular carcinoma in situ and cancerization of terminal ducts.
381,1,6352,0.319048,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
381,2,2033,0.291193,- Extensive vascular invasion.
381,3,7043,0.290907,"The tumor is classified as invasive lobular breast carcinoma, G II."
382,1,6352,0.301910,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
382,2,1258,0.293920,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
382,3,3345,0.293429,"There were fourteen lymph nodes in the right axilla, all of which were negative for tumor."
383,1,4909,0.301617,The remaining breast tissue shows lipomatous atrophy.
383,2,6566,0.298805,Minimal axillary tissue is present and no lymph nodes are identified.
383,3,1656,0.295367,The Nottingham Histologic Score could not be determined due to missing information.
384,1,2455,0.316912,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
384,2,4231,0.306169,"The regional lymph nodes could not be assessed, and there were no distant metastases."
384,3,7239,0.305929,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
385,1,637,0.299326,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
385,2,7292,0.298982,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
385,3,7876,0.298777,The lymph node metastases show extensive extracapsular extension and architectural replacement.
386,1,6352,0.312798,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
386,2,637,0.300480,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
386,3,2280,0.296657,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
387,1,6352,0.330063,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
387,2,7043,0.297251,"The tumor is classified as invasive lobular breast carcinoma, G II."
387,3,2280,0.296892,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
388,1,6352,0.310401,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
388,2,7043,0.294005,"The tumor is classified as invasive lobular breast carcinoma, G II."
388,3,7654,0.293413,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
389,1,4909,0.295462,The remaining breast tissue shows lipomatous atrophy.
389,2,5815,0.292748,The margins of normal tissues were also described.
389,3,1721,0.292618,The intraoperative frozen section diagnosis confirms the presence of carcinoma involving the skeletal muscle.
390,1,2455,0.310674,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
390,2,1449,0.310502,Twenty-six lymph nodes are negative for metastatic carcinoma.
390,3,5108,0.310268,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
391,1,7292,0.314106,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
391,2,5108,0.313658,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
391,3,7876,0.308594,The lymph node metastases show extensive extracapsular extension and architectural replacement.
392,1,6352,0.315680,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
392,2,7292,0.303628,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
392,3,637,0.300594,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
393,1,6352,0.326934,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
393,2,2280,0.305434,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
393,3,637,0.298682,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
394,1,6352,0.317756,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
394,2,7681,0.296081,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
394,3,1054,0.294576,4. Skin of left breast: Fibrosis.
395,1,6352,0.297315,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
395,2,6925,0.297100,"- Infiltrating lobular carcinoma, Nottingham grade II."
395,3,6702,0.296955,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
396,1,5108,0.300467,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
396,2,6566,0.300028,Minimal axillary tissue is present and no lymph nodes are identified.
396,3,1449,0.299060,Twenty-six lymph nodes are negative for metastatic carcinoma.
397,1,5108,0.316143,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
397,2,1449,0.310030,Twenty-six lymph nodes are negative for metastatic carcinoma.
397,3,4231,0.308357,"The regional lymph nodes could not be assessed, and there were no distant metastases."
398,1,7876,0.301786,The lymph node metastases show extensive extracapsular extension and architectural replacement.
398,2,7653,0.298277,- Distant metastasis: Present.
398,3,7292,0.296513,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
399,1,6352,0.321515,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
399,2,7876,0.306384,The lymph node metastases show extensive extracapsular extension and architectural replacement.
399,3,2280,0.304117,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
400,1,6352,0.309904,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
400,2,7681,0.292534,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
400,3,6993,0.291260,Left breast lumpectomy: Moderate differentiated invasive lobular carcinoma.
401,1,6352,0.313451,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
401,2,7654,0.303458,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
401,3,6702,0.302785,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
402,1,4909,0.291667,The remaining breast tissue shows lipomatous atrophy.
402,2,3803,0.289048,Ancillary studies:.
402,3,398,0.288647,The tissue specimen was frozen for examination.
403,1,5108,0.320731,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
403,2,7239,0.314722,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
403,3,2455,0.314423,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
404,1,7876,0.301256,The lymph node metastases show extensive extracapsular extension and architectural replacement.
404,2,7292,0.299160,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
404,3,6352,0.299011,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
405,1,6352,0.308664,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
405,2,7876,0.303334,The lymph node metastases show extensive extracapsular extension and architectural replacement.
405,3,637,0.303244,"The report also provides information on various factors such as tumor type, Nottingham Grade, angiolymphatic invasion, surgical margins involvement, lymph node metastasis, and TNM stage."
406,1,6352,0.322455,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
406,2,2280,0.295717,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
406,3,2033,0.294507,- Extensive vascular invasion.
407,1,6352,0.317526,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
407,2,7681,0.299748,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
407,3,7654,0.299643,- Residual tumor dimension: 6 cm in the right breast and 5 cm in the left breast.
408,1,4909,0.298310,The remaining breast tissue shows lipomatous atrophy.
408,2,1758,0.290407,A tumor was found on the right breast.
408,3,3803,0.290390,Ancillary studies:.
409,1,2455,0.318438,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
409,2,7239,0.316951,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
409,3,2040,0.313450,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
410,1,6352,0.320401,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
410,2,7876,0.304239,The lymph node metastases show extensive extracapsular extension and architectural replacement.
410,3,5108,0.301160,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
411,1,6352,0.313111,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
411,2,2280,0.300940,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
411,3,7876,0.299138,The lymph node metastases show extensive extracapsular extension and architectural replacement.
412,1,6352,0.319273,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
412,2,2033,0.293878,- Extensive vascular invasion.
412,3,7681,0.293040,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
413,1,6352,0.319769,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
413,2,6702,0.302722,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
413,3,7681,0.300738,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
414,1,4909,0.301142,The remaining breast tissue shows lipomatous atrophy.
414,2,398,0.289810,The tissue specimen was frozen for examination.
414,3,2455,0.288479,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
415,1,2455,0.327828,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
415,2,1954,0.307541,- Multifocal fat necrosis.
415,3,6289,0.307472,The specimen consists of a mass composed of firm white tissue with areas of adipose tissue.
416,1,6352,0.321497,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
416,2,7292,0.306018,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
416,3,5108,0.305979,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
417,1,6352,0.320231,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
417,2,7292,0.306016,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
417,3,7876,0.305055,The lymph node metastases show extensive extracapsular extension and architectural replacement.
418,1,6352,0.321552,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
418,2,7681,0.294894,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
418,3,1054,0.294691,4. Skin of left breast: Fibrosis.
419,1,6352,0.316440,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
419,2,1758,0.305221,A tumor was found on the right breast.
419,3,6702,0.302181,"- Invasive lobular carcinoma, Nottingham grade 2, in the left breast."
420,1,2040,0.305761,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
420,2,2455,0.299450,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
420,3,4909,0.298915,The remaining breast tissue shows lipomatous atrophy.
421,1,2455,0.315606,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
421,2,4231,0.309087,"The regional lymph nodes could not be assessed, and there were no distant metastases."
421,3,7239,0.307448,"4. Right axillary contents: The examination of the axillary fat revealed multiple lymph nodes, all of which were entirely submitted for evaluation."
422,1,6352,0.328109,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
422,2,7292,0.309704,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
422,3,7876,0.307891,The lymph node metastases show extensive extracapsular extension and architectural replacement.
423,1,6352,0.319856,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
423,2,7876,0.303938,The lymph node metastases show extensive extracapsular extension and architectural replacement.
423,3,7292,0.302902,- Metastatic Carcinoma in 20 out of 24 lymph nodes with extranodal extension.
424,1,6352,0.325809,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
424,2,2280,0.299848,"- Intraductal apocrine ductal carcinoma with lobular cancerization and rare foci of invasion (largest focus 3mm), associated with a large area of recent hemorrhage (5 cm)."
424,3,7681,0.298821,8. Invasive lobular carcinoma found in the lower outer quadrant of the right breast with a size of 1.5 cm in the largest dimension.
425,1,1758,0.302904,A tumor was found on the right breast.
425,2,1258,0.301743,"In the left breast, the carcinoma is poorly differentiated, with high-grade ductal carcinoma in situ (DCIS) and no lymphovascular invasion."
425,3,1187,0.300825,"The patient had a simple mastectomy for a 2.3 x 1.8 x 1.5 cm mass in the left breast, which was determined to be infiltrating ductal carcinoma, Nottingham grade III."
426,1,2455,0.306619,This portion of adipose tissue contains 20 lymph nodes ranging in size from 0.2 to 3.5 cm.
426,2,2040,0.299738,"Additional specimens submitted include fragments of adipose tissue, skin, and skin tag."
426,3,1954,0.296327,- Multifocal fat necrosis.
427,1,6352,0.322543,The invasive lobular carcinoma measures 3.8 cm and is classified as grade I-L.
427,2,5108,0.314130,- Metastatic carcinoma involving two of twelve lymph nodes (2/12).
